elev_ft_NAVD88,elev_ft_NGVD29,area_ft2,area_m2,area_km2,area_mi2,area_acre,volume_ft3,volume_m3,volume_km3,volume_mi3,volume_acreft
4176.33,4172.85,9867003814,916674650,916.67,353.93,226514.33,30427378010,861607395.3,0.86,0.21,698518.27
4176.34,4172.86,9878445582,917737625,917.74,354.34,226777,30523788491,864337436.1,0.86,0.21,700731.56
4176.35,4172.87,9890074641,918818000,918.82,354.76,227043.96,30625139020,867207363.5,0.87,0.21,703058.25
4176.36,4172.88,9901210445,919852550,919.85,355.16,227299.61,30721773255,869943740.3,0.87,0.21,705276.68
4176.37,4172.89,9913705461,921013375,921.01,355.61,227586.45,30823358885,872820325,0.87,0.21,707608.77
4176.38,4172.9,9925040128,922066400,922.07,356.01,227846.66,30920225832,875563291.5,0.88,0.21,709832.53
4176.39,4172.91,9935882077,923073650,923.07,356.4,228095.55,31022050248,878446637.8,0.88,0.21,712170.11
4176.4,4172.92,9946399763,924050775,924.05,356.78,228337.01,31119128497,881195587.7,0.88,0.21,714398.72
4176.41,4172.93,9956916910,925027850,925.03,357.16,228578.45,31221170084,884085083.7,0.88,0.21,716741.28
4176.42,4172.94,9967473346,926008575,926.01,357.53,228820.79,31318453413,886839840.8,0.89,0.21,718974.6
4176.43,4172.95,9978057769,926991900,926.99,357.91,229063.77,31420711836,889735476.9,0.89,0.21,721322.14
4176.44,4172.96,9987989629,927914600,927.91,358.27,229291.77,31518199767,892496027.7,0.89,0.21,723560.16
4176.45,4172.97,9999030172,928940300,928.94,358.67,229545.23,31620670028,895397662.3,0.9,0.21,725912.56
4176.46,4172.98,10008827483,929850500,929.85,359.02,229770.14,31718360981,898163962.1,0.9,0.22,728155.24
4176.47,4172.99,10019797253,930869625,930.87,359.41,230021.97,31821045249,901071656.7,0.9,0.22,730512.55
4176.48,4173,10029620936,931782275,931.78,359.76,230247.49,31918939357,903843709.1,0.9,0.22,732759.9
4176.49,4173.01,10040969327,932836575,932.84,360.17,230508.02,32021837501,906757460.1,0.91,0.22,735122.12
4176.5,4173.02,10051385294,933804250,933.8,360.54,230747.13,32119941575,909535458.1,0.91,0.22,737374.29
4176.51,4173.03,10060701996,934669800,934.67,360.88,230961.01,32218144261,912316248.5,0.91,0.22,739628.72
4176.52,4173.04,10070918562,935618950,935.62,361.24,231195.55,32321357322,915238916.9,0.92,0.22,741998.17
4176.53,4173.05,10080783417,936535425,936.54,361.6,231422.02,32419752344,918025153.7,0.92,0.22,744257.01
4176.54,4173.06,10091178932,937501200,937.5,361.97,231660.67,32523172205,920953678,0.92,0.22,746631.21
4176.55,4173.07,10100959021,938409800,938.41,362.32,231885.18,32621764720,923745507.1,0.92,0.22,748894.59
4176.56,4173.08,10111488279,939388000,939.39,362.7,232126.9,32725391707,926679896.6,0.93,0.22,751273.54
4176.57,4173.09,10121335911,940302875,940.3,363.05,232352.97,32824183426,929477366.6,0.93,0.22,753541.5
4176.58,4173.1,10131515341,941248575,941.25,363.42,232586.66,32928018793,932417656.8,0.93,0.22,755925.23
4176.59,4173.11,10140486253,942082000,942.08,363.74,232792.6,33027001697,935220540.5,0.94,0.22,758197.58
4176.6,4173.12,10151390094,943095000,943.1,364.13,233042.92,33131034998,938166435.5,0.94,0.23,760585.86
4176.61,4173.13,10160428550,943934700,943.93,364.46,233250.41,33230213173,940974848.7,0.94,0.23,762862.68
4176.62,4173.14,10170024576,944826200,944.83,364.8,233470.7,33334444894,943926362.3,0.94,0.23,765255.52
4176.63,4173.15,10178943552,945654800,945.65,365.12,233675.46,33433803946,946739897.3,0.95,0.23,767536.49
4176.64,4173.16,10188818633,946572225,946.57,365.47,233902.16,33538227175,949696833.9,0.95,0.23,769933.73
4176.65,4173.17,10198215258,947445200,947.45,365.81,234117.87,33637770992,952515600.9,0.95,0.23,772218.94
4176.66,4173.18,10208602162,948410175,948.41,366.18,234356.32,33742394539,955478209.8,0.96,0.23,774620.78
4176.67,4173.19,10217930436,949276800,949.28,366.52,234570.47,33842132042,958302461.4,0.96,0.23,776910.44
4176.68,4173.2,10227564405,950171825,950.17,366.86,234791.63,33946953057,961270662,0.96,0.23,779316.81
4176.69,4173.21,10237603366,951104475,951.1,367.22,235022.09,34046877939,964100219.5,0.96,0.23,781610.77
4176.7,4173.22,10247813204,952053000,952.05,367.59,235256.48,34151905439,967074267.1,0.97,0.23,784021.88
4176.71,4173.23,10256873726,952894750,952.89,367.91,235464.48,34252024642,969909327.3,0.97,0.23,786320.3
4176.72,4173.24,10266664040,953804300,953.8,368.27,235689.23,34357245981,972888863.8,0.97,0.23,788735.86
4176.73,4173.25,10277495763,954810600,954.81,368.65,235937.89,34457556250,975729334.3,0.98,0.23,791038.67
4176.74,4173.26,10287613032,955750525,955.75,369.02,236170.15,34562991244,978714920.8,0.98,0.23,793459.13
4176.75,4173.27,10296757512,956600075,956.6,369.35,236380.08,34663499106,981560986.5,0.98,0.24,795766.48
4176.76,4173.28,10306174857,957474975,957.47,369.68,236596.27,34764097254,984409608.9,0.98,0.24,798075.9
4176.77,4173.29,10316366397,958421800,958.42,370.05,236830.24,34869824618,987403474.4,0.99,0.24,800503.08
4176.78,4173.3,10327523459,959458325,959.46,370.45,237086.37,34970622559,990257754.2,0.99,0.24,802817.09
4176.79,4173.31,10337495415,960384750,960.38,370.81,237315.29,35076569598,993257840.3,0.99,0.24,805249.3
4176.8,4173.32,10347283038,961294050,961.29,371.16,237539.98,35177566237,996117746.6,1,0.24,807567.87
4176.81,4173.33,10358018693,962291425,962.29,371.54,237786.44,35283718138,999123633.7,1,0.24,810004.79
4176.82,4173.34,10368550642,963269875,963.27,371.92,238028.22,35384919744,1001989344,1,0.24,812328.06
4176.83,4173.35,10378779317,964220150,964.22,372.29,238263.03,35491287396,1005001341,1.01,0.24,814769.94
4176.84,4173.36,10389674816,965232375,965.23,372.68,238513.16,35592692873,1007872824,1.01,0.24,817097.89
4176.85,4173.37,10399885192,966180950,966.18,373.04,238747.56,35699277557,1010890966,1.01,0.24,819544.74
4176.86,4173.38,10410593938,967175825,967.18,373.43,238993.4,35800887605,1013768242,1.01,0.24,821877.4
4176.87,4173.39,10421158177,968157275,968.16,373.81,239235.92,35907688476,1016792506,1.02,0.24,824329.21
4176.88,4173.4,10432084354,969172350,969.17,374.2,239486.75,36009507432,1019675698,1.02,0.24,826666.66
4176.89,4173.41,10443067310,970192700,970.19,374.59,239738.88,36116531319,1022706277,1.02,0.25,829123.6
4176.9,4173.42,10454158174,971223075,971.22,374.99,239993.49,36218565252,1025595556,1.03,0.25,831465.98
4176.91,4173.43,10465147857,972244050,972.24,375.39,240245.78,36325814992,1028632530,1.03,0.25,833928.1
4176.92,4173.44,10476107133,973262200,973.26,375.78,240497.37,36428063199,1031527877,1.03,0.25,836275.4
4176.93,4173.45,10487744265,974343325,974.34,376.2,240764.52,36535540490,1034571295,1.03,0.25,838742.75
4176.94,4173.46,10499105035,975398775,975.4,376.6,241025.32,36638012483,1037472979,1.04,0.25,841095.19
4176.95,4173.47,10510194284,976429000,976.43,377,241279.9,36745723860,1040523025,1.04,0.25,843567.91
4176.96,4173.48,10521214107,977452775,977.45,377.4,241532.87,36848412854,1043430854,1.04,0.25,845925.33
4176.97,4173.49,10533541475,978598025,978.6,377.84,241815.87,36956356095,1046487466,1.05,0.25,848403.37
4176.98,4173.5,10545892255,979745450,979.75,378.28,242099.4,37059278758,1049401911,1.05,0.25,850766.16
4176.99,4173.51,10558774772,980942275,980.94,378.74,242395.15,37167478446,1052465785,1.05,0.25,853250.09
4177,4173.52,10570612652,982042050,982.04,379.17,242666.9,37270646525,1055387180,1.06,0.25,855618.51
4177.01,4173.53,10582283691,983126325,983.13,379.59,242934.83,37373926466,1058311742,1.06,0.25,857989.49
4177.02,4173.54,10595825766,984384425,984.38,380.07,243245.72,37482503510,1061386302,1.06,0.25,860482.08
4177.03,4173.55,10607824028,985499100,985.5,380.5,243521.16,37586032948,1064317929,1.06,0.26,862858.8
4177.04,4173.56,10621512224,986770775,986.77,380.99,243835.39,37694868287,1067399803,1.07,0.26,865357.32
4177.05,4173.57,10634819646,988007075,988.01,381.47,244140.89,37798653549,1070338674,1.07,0.26,867739.91
4177.06,4173.58,10648458597,989274175,989.27,381.96,244453.99,37907767011,1073428423,1.07,0.26,870244.82
4177.07,4173.59,10662753878,990602250,990.6,382.47,244782.17,38011819812,1076374870,1.08,0.26,872633.55
4177.08,4173.6,10678310688,992047525,992.05,383.03,245139.3,38121229682,1079473013,1.08,0.26,875145.26
4177.09,4173.61,10697204580,993802825,993.8,383.71,245573.04,38225585639,1082428044,1.08,0.26,877540.95
4177.1,4173.62,10718791064,995808275,995.81,384.48,246068.6,38335382513,1085537146,1.09,0.26,880061.54
4177.11,4173.63,10732679469,997098550,997.1,384.98,246387.43,38440125987,1088503151,1.09,0.26,882466.13
4177.12,4173.64,10744950058,998238525,998.24,385.42,246669.12,38550239055,1091621205,1.09,0.26,884993.98
4177.13,4173.65,10761922861,999815350,999.82,386.03,247058.77,38655244997,1094594643,1.09,0.26,887404.59
4177.14,4173.66,10783143103,1001786775,1001.79,386.79,247545.91,38765708839,1097722630,1.1,0.26,889940.5
4177.15,4173.67,10799592242,1003314950,1003.31,387.38,247923.53,38871093268,1100706785,1.1,0.26,892359.8
4177.16,4173.68,10813424405,1004600000,1004.6,387.88,248241.07,38981899661,1103844473,1.1,0.26,894903.57
4177.17,4173.69,10826720794,1005835275,1005.84,388.36,248546.32,39087561076,1106836471,1.11,0.27,897329.23
4177.18,4173.7,10850601068,1008053825,1008.05,389.21,249094.53,39198692380,1109983359,1.11,0.27,899880.46
4177.19,4173.71,10878247364,1010622250,1010.62,390.2,249729.2,39304817233,1112988480,1.11,0.27,902316.76
4177.2,4173.72,10890564238,1011766525,1011.77,390.65,250011.95,39416423221,1116148810,1.12,0.27,904878.89
4177.21,4173.73,10902846398,1012907575,1012.91,391.09,250293.91,39522832097,1119161973,1.12,0.27,907321.7
4177.22,4173.74,10916102153,1014139075,1014.14,391.56,250598.22,39634694840,1122329574,1.12,0.27,909889.73
4177.23,4173.75,10928549270,1015295450,1015.3,392.01,250883.97,39741356907,1125349907,1.13,0.27,912338.36
4177.24,4173.76,10940848383,1016438075,1016.44,392.45,251166.31,39853476755,1128524787,1.13,0.27,914912.28
4177.25,4173.77,10953526924,1017615950,1017.62,392.9,251457.37,39960379707,1131551942,1.13,0.27,917366.44
4177.26,4173.78,10965857791,1018761525,1018.76,393.35,251740.45,40067406937,1134582616,1.13,0.27,919823.45
4177.27,4173.79,10978515612,1019937475,1019.94,393.8,252031.03,40179910946,1137768374,1.14,0.27,922406.2
4177.28,4173.8,10990968380,1021094375,1021.09,394.25,252316.91,40287180705,1140805916,1.14,0.27,924868.78
4177.29,4173.81,11003738145,1022280725,1022.28,394.7,252610.06,40399942660,1143998979,1.14,0.27,927457.44
4177.3,4173.82,11015560417,1023379050,1023.38,395.13,252881.46,40507456517,1147043432,1.15,0.28,929925.63
4177.31,4173.83,11029643110,1024687375,1024.69,395.63,253204.75,40620473792,1150243725,1.15,0.28,932520.15
4177.32,4173.84,11043007312,1025928950,1025.93,396.11,253511.55,40728249866,1153295603,1.15,0.28,934994.36
4177.33,4173.85,11055037865,1027046625,1027.05,396.54,253787.73,40841540519,1156503637,1.16,0.28,937595.16
4177.34,4173.86,11067031014,1028160825,1028.16,396.98,254063.06,40949555060,1159562269,1.16,0.28,940074.84
4177.35,4173.87,11079880971,1029354625,1029.35,397.44,254358.05,41063102468,1162777573,1.16,0.28,942681.54
4177.36,4173.88,11090563344,1030347050,1030.35,397.82,254603.28,41171353255,1165842894,1.17,0.28,945166.64
4177.37,4173.89,11100978504,1031314650,1031.31,398.19,254842.38,41285125275,1169064559,1.17,0.28,947778.49
4177.38,4173.9,11111587145,1032300225,1032.3,398.57,255085.92,41393580694,1172135674,1.17,0.28,950268.29
4177.39,4173.91,11123598054,1033416075,1033.42,399,255361.65,41507576209,1175363668,1.18,0.28,952885.28
4177.4,4173.92,11134928147,1034468675,1034.47,399.41,255621.75,41616256837,1178441161,1.18,0.28,955380.25
4177.41,4173.93,11147228605,1035611425,1035.61,399.85,255904.13,41730492732,1181675961,1.18,0.28,958002.75
4177.42,4173.94,11158473393,1036656100,1036.66,400.26,256162.28,41839404437,1184759997,1.18,0.28,960503.02
4177.43,4173.95,11169441011,1037675025,1037.68,400.65,256414.06,41953877109,1188001502,1.19,0.29,963130.96
4177.44,4173.96,11178829024,1038547200,1038.55,400.99,256629.58,42062997442,1191091446,1.19,0.29,965636.03
4177.45,4173.97,11188932569,1039485850,1039.49,401.35,256861.52,42177671246,1194338646,1.19,0.29,968268.58
4177.46,4173.98,11199191383,1040438925,1040.44,401.72,257097.03,42286984755,1197434060,1.2,0.29,970778.08
4177.47,4173.99,11209890441,1041432900,1041.43,402.1,257342.64,42401872076,1200687307,1.2,0.29,973415.54
4177.48,4174,11219657613,1042340300,1042.34,402.45,257566.87,42511387800,1203788447,1.2,0.29,975929.68
4177.49,4174.01,11231936813,1043481075,1043.48,402.89,257848.76,42626493324,1207047872,1.21,0.29,978572.14
4177.5,4174.02,11243156306,1044523400,1044.52,403.29,258106.32,42736229640,1210155259,1.21,0.29,981091.35
4177.51,4174.03,11254885739,1045613100,1045.61,403.71,258375.59,42846081724,1213265923,1.21,0.29,983613.21
4177.52,4174.04,11265479041,1046597250,1046.6,404.09,258618.78,42961541555,1216535382,1.22,0.29,986263.81
4177.53,4174.05,11276157110,1047589275,1047.59,404.48,258863.91,43071604236,1219652010,1.22,0.29,988790.51
4177.54,4174.06,11287111541,1048606975,1048.61,404.87,259115.39,43187284695,1222927715,1.22,0.29,991446.18
4177.55,4174.07,11297695963,1049590300,1049.59,405.25,259358.37,43297558051,1226050309,1.23,0.29,993977.71
4177.56,4174.08,11309555102,1050692050,1050.69,405.67,259630.62,43413461601,1229332332,1.23,0.29,996638.5
4177.57,4174.09,11319873655,1051650675,1051.65,406.04,259867.5,43523956090,1232461188,1.23,0.3,999175.11
4177.58,4174.1,11330758391,1052661900,1052.66,406.44,260117.38,43640081930,1235749505,1.24,0.3,1001841
4177.59,4174.11,11341415200,1053651950,1053.65,406.82,260362.03,43750783236,1238884217,1.24,0.3,1004382.36
4177.6,4174.12,11353113956,1054738800,1054.74,407.24,260630.59,43867138325,1242179026,1.24,0.3,1007053.51
4177.61,4174.13,11363216693,1055677375,1055.68,407.6,260862.52,43978055295,1245319845,1.25,0.3,1009599.82
4177.62,4174.14,11374145023,1056692650,1056.69,407.99,261113.4,44094627576,1248620805,1.25,0.3,1012275.96
4177.63,4174.15,11383836578,1057593025,1057.59,408.34,261335.88,44205748688,1251767404,1.25,0.3,1014826.95
4177.64,4174.16,11394781053,1058609800,1058.61,408.73,261587.13,44322532109,1255074342,1.26,0.3,1017507.94
4177.65,4174.17,11404227999,1059487450,1059.49,409.07,261804,44433853190,1258226604,1.26,0.3,1020063.52
4177.66,4174.18,11416224108,1060601925,1060.6,409.5,262079.39,44550849069,1261539559,1.26,0.3,1022749.39
4177.67,4174.19,11426144397,1061523550,1061.52,409.86,262307.13,44662381907,1264697817,1.26,0.3,1025309.84
4177.68,4174.2,11436648090,1062499375,1062.5,410.23,262548.26,44779596840,1268016974,1.27,0.3,1028000.73
4177.69,4174.21,11446542277,1063418575,1063.42,410.59,262775.4,44891328424,1271180860,1.27,0.3,1030565.74
4177.7,4174.22,11457113513,1064400675,1064.4,410.97,263018.08,45008752033,1274505927,1.27,0.31,1033261.42
4177.71,4174.23,11467044835,1065323325,1065.32,411.32,263246.07,45120685099,1277675518,1.28,0.31,1035831.06
4177.72,4174.24,11477605039,1066304400,1066.3,411.7,263488.5,45238318887,1281006536,1.28,0.31,1038531.56
4177.73,4174.25,11487104459,1067186925,1067.19,412.04,263706.58,45350449876,1284181732,1.28,0.31,1041105.74
4177.74,4174.26,11497794636,1068180075,1068.18,412.43,263951.99,45468288820,1287518559,1.29,0.31,1043810.96
4177.75,4174.27,11507722729,1069102425,1069.1,412.78,264179.91,45580618783,1290699390,1.29,0.31,1046389.71
4177.76,4174.28,11517745275,1070033550,1070.03,413.14,264409.99,45693044760,1293882939,1.29,0.31,1048970.66
4177.77,4174.29,11527838325,1070971225,1070.97,413.5,264641.69,45811195642,1297228599,1.3,0.31,1051683.04
4177.78,4174.3,11538210429,1071934825,1071.93,413.88,264879.8,45923820042,1300417767,1.3,0.31,1054268.54
4177.79,4174.31,11548738610,1072912925,1072.91,414.25,265121.5,46042181739,1303769397,1.3,0.31,1056985.76
4177.8,4174.32,11559671513,1073928625,1073.93,414.65,265372.48,46155013646,1306964441,1.31,0.31,1059576.03
4177.81,4174.33,11570586657,1074942675,1074.94,415.04,265623.06,46273597364,1310322358,1.31,0.31,1062298.35
4177.82,4174.34,11580889872,1075899875,1075.9,415.41,265859.59,46386639506,1313523355,1.31,0.32,1064893.44
4177.83,4174.35,11590947401,1076834250,1076.83,415.77,266090.47,46505437377,1316887336,1.32,0.32,1067620.68
4177.84,4174.36,11601058749,1077773625,1077.77,416.13,266322.6,46618676779,1320093919,1.32,0.32,1070220.3
4177.85,4174.37,11611817277,1078773125,1078.77,416.52,266569.58,46737683743,1323463821,1.32,0.32,1072952.33
4177.86,4174.38,11622123183,1079730575,1079.73,416.89,266806.17,46851128066,1326676206,1.33,0.32,1075556.66
4177.87,4174.39,11632656208,1080709125,1080.71,417.26,267047.97,46970349798,1330052190,1.33,0.32,1078293.62
4177.88,4174.4,11643673609,1081732675,1081.73,417.66,267300.9,47084000983,1333270433,1.33,0.32,1080902.7
4177.89,4174.41,11654427024,1082731700,1082.73,418.05,267547.76,47203445580,1336652727,1.34,0.32,1083644.78
4177.9,4174.42,11665640059,1083773425,1083.77,418.45,267805.17,47317309135,1339876984,1.34,0.32,1086258.73
4177.91,4174.43,11676627320,1084794175,1084.79,418.84,268057.41,47436980245,1343265692,1.34,0.32,1089006.01
4177.92,4174.44,11687447203,1085799375,1085.8,419.23,268305.8,47551059227,1346496049,1.35,0.32,1091624.91
4177.93,4174.45,11698569552,1086832675,1086.83,419.63,268561.13,47670954583,1349891108,1.35,0.32,1094377.34
4177.94,4174.46,11709973915,1087892175,1087.89,420.04,268822.94,47785250512,1353127608,1.35,0.32,1097001.22
4177.95,4174.47,11721815562,1088992300,1088.99,420.46,269094.78,47905380193,1356529302,1.36,0.33,1099759.02
4177.96,4174.48,11733752469,1090101275,1090.1,420.89,269368.81,48019904383,1359772266,1.36,0.33,1102388.14
4177.97,4174.49,11745804551,1091220950,1091.22,421.32,269645.49,48140279476,1363180909,1.36,0.33,1105151.58
4177.98,4174.5,11757796085,1092335000,1092.34,421.75,269920.78,48255040694,1366430585,1.37,0.33,1107786.14
4177.99,4174.51,11770287603,1093495500,1093.5,422.2,270207.54,48375665841,1369846308,1.37,0.33,1110555.32
4178,4174.52,11782220205,1094604075,1094.6,422.63,270481.48,48490667238,1373102785,1.37,0.33,1113195.4
4178.01,4174.53,11794378311,1095733600,1095.73,423.07,270760.59,48605784580,1376362545,1.38,0.33,1115838.14
4178.02,4174.54,11806804707,1096888050,1096.89,423.51,271045.86,48726785534,1379788911,1.38,0.33,1118615.94
4178.03,4174.55,11820188015,1098131400,1098.13,423.99,271353.09,48842147074,1383055586,1.38,0.33,1121264.29
4178.04,4174.56,11833676002,1099384475,1099.38,424.47,271662.73,48963419688,1386489644,1.39,0.33,1124048.33
4178.05,4174.57,11848020797,1100717150,1100.72,424.99,271992.04,49079044601,1389763777,1.39,0.33,1126702.72
4178.06,4174.58,11861357282,1101956150,1101.96,425.47,272298.21,49200599087,1393205817,1.39,0.33,1129493.23
4178.07,4174.59,11875899863,1103307200,1103.31,425.99,272632.06,49316501241,1396487800,1.4,0.34,1132153.99
4178.08,4174.6,11890948348,1104705250,1104.71,426.53,272977.52,49438347587,1399938104,1.4,0.34,1134951.2
4178.09,4174.61,11908099832,1106298675,1106.3,427.14,273371.26,49554547063,1403228507,1.4,0.34,1137618.78
4178.1,4174.62,11926128305,1107973575,1107.97,427.79,273785.14,49676743475,1406688724,1.41,0.34,1140424.03
4178.11,4174.63,11941621878,1109412975,1109.41,428.35,274140.82,49793280600,1409988688,1.41,0.34,1143099.36
4178.12,4174.64,11961883325,1111295325,1111.3,429.07,274605.96,49915833221,1413458992,1.41,0.34,1145912.79
4178.13,4174.65,11976538389,1112656825,1112.66,429.6,274942.39,50032716663,1416768762,1.42,0.34,1148596.07
4178.14,4174.66,11991851397,1114079450,1114.08,430.15,275293.93,50155603684,1420248535,1.42,0.34,1151417.18
4178.15,4174.67,12006255931,1115417675,1115.42,430.67,275624.61,50272778396,1423566554,1.42,0.34,1154107.15
4178.16,4174.68,12022837735,1116958175,1116.96,431.26,276005.27,50395967868,1427054891,1.43,0.34,1156935.19
4178.17,4174.69,12039480893,1118504375,1118.5,431.86,276387.34,50513463423,1430381995,1.43,0.34,1159632.53
4178.18,4174.7,12054147528,1119866950,1119.87,432.38,276724.04,50636981943,1433879650,1.43,0.34,1162468.13
4178.19,4174.71,12071742755,1121501600,1121.5,433.01,277127.97,50754789187,1437215579,1.44,0.34,1165172.62
4178.2,4174.72,12083052933,1122552350,1122.55,433.42,277387.62,50878626036,1440722248,1.44,0.35,1168015.53
4178.21,4174.73,12094602878,1123625375,1123.63,433.83,277652.77,50996678162,1444065112,1.44,0.35,1170725.64
4178.22,4174.74,12105540626,1124641525,1124.64,434.23,277903.86,51120749682,1447578426,1.45,0.35,1173573.94
4178.23,4174.75,12115688841,1125584325,1125.58,434.59,278136.83,51239015000,1450927327,1.45,0.35,1176288.94
4178.24,4174.76,12126740417,1126611050,1126.61,434.99,278390.54,51363300586,1454446703,1.45,0.35,1179142.16
4178.25,4174.77,12137919276,1127649600,1127.65,435.39,278647.17,51481780464,1457801680,1.46,0.35,1181862.09
4178.26,4174.78,12148552943,1128637500,1128.64,435.77,278891.28,51600363859,1461159588,1.46,0.35,1184584.39
4178.27,4174.79,12160291256,1129728025,1129.73,436.19,279160.76,51724988572,1464688566,1.46,0.35,1187445.39
4178.28,4174.8,12171052745,1130727800,1130.73,436.58,279407.81,51843793677,1468052752,1.47,0.35,1190172.79
4178.29,4174.81,12182384721,1131780575,1131.78,436.98,279667.95,51968648490,1471588247,1.47,0.35,1193039.07
4178.3,4174.82,12192911825,1132758575,1132.76,437.36,279909.62,52087664615,1474958408,1.47,0.35,1195771.31
4178.31,4174.83,12204475763,1133832900,1133.83,437.78,280175.09,52212743939,1478500260,1.48,0.35,1198642.74
4178.32,4174.84,12214800237,1134792075,1134.79,438.15,280412.11,52331978098,1481876596,1.48,0.36,1201379.99
4178.33,4174.85,12226594792,1135887825,1135.89,438.57,280682.87,52457280887,1485424776,1.49,0.36,1204256.55
4178.34,4174.86,12236021824,1136763625,1136.76,438.91,280899.29,52576725012,1488807056,1.49,0.36,1206998.62
4178.35,4174.87,12246739450,1137759325,1137.76,439.29,281145.33,52702243882,1492361355,1.49,0.36,1209880.14
4178.36,4174.88,12256884974,1138701875,1138.7,439.66,281378.24,52821886148,1495749247,1.5,0.36,1212626.76
4178.37,4174.89,12268217488,1139754700,1139.75,440.06,281638.39,52947624119,1499309750,1.5,0.36,1215513.31
4178.38,4174.9,12280386358,1140885225,1140.89,440.5,281917.75,53067486072,1502703862,1.5,0.36,1218264.97
4178.39,4174.91,12290311490,1141807300,1141.81,440.85,282145.6,53193456720,1506270954,1.51,0.36,1221156.87
4178.4,4174.92,12302420351,1142932250,1142.93,441.29,282423.58,53313538623,1509671294,1.51,0.36,1223913.57
4178.41,4174.93,12312953107,1143910775,1143.91,441.67,282665.38,53439736260,1513244814,1.51,0.36,1226810.68
4178.42,4174.94,12322345695,1144783375,1144.78,442,282881,53560021770,1516650920,1.52,0.36,1229572.06
4178.43,4174.95,12332972904,1145770675,1145.77,442.38,283124.97,53686425672,1520230280,1.52,0.36,1232473.91
4178.44,4174.96,12341876272,1146597825,1146.6,442.7,283329.36,53806904335,1523641856,1.52,0.37,1235239.72
4178.45,4174.97,12351657438,1147506525,1147.51,443.05,283553.9,53933504234,1527226766,1.53,0.37,1238146.06
4178.46,4174.98,12360858967,1148361375,1148.36,443.38,283765.14,54054168512,1530643597,1.53,0.37,1240916.14
4178.47,4174.99,12370875862,1149291975,1149.29,443.74,283995.1,54180961527,1534233976,1.53,0.37,1243826.92
4178.48,4175,12380014152,1150140950,1150.14,444.07,284204.88,54301813213,1537656114,1.54,0.37,1246601.3
4178.49,4175.01,12389538599,1151025800,1151.03,444.41,284423.53,54428801041,1541252009,1.54,0.37,1249516.54
4178.5,4175.02,12398170447,1151827725,1151.83,444.72,284621.69,54549831690,1544679216,1.54,0.37,1252295.03
4178.51,4175.03,12406877913,1152636675,1152.64,445.04,284821.59,54670946353,1548108801,1.55,0.37,1255075.45
4178.52,4175.04,12415843443,1153469600,1153.47,445.36,285027.41,54798212109,1551712566,1.55,0.37,1257997.08
4178.53,4175.05,12424635136,1154286375,1154.29,445.67,285229.23,54919499412,1555147040,1.56,0.37,1260781.46
4178.54,4175.06,12433156655,1155078050,1155.08,445.98,285424.86,55046942555,1558755828,1.56,0.37,1263707.16
4178.55,4175.07,12441143207,1155820025,1155.82,446.26,285608.21,55168397562,1562195050,1.56,0.37,1266495.39
4178.56,4175.08,12449849596,1156628875,1156.63,446.58,285808.08,55296009795,1565808627,1.57,0.38,1269424.97
4178.57,4175.09,12457998414,1157385925,1157.39,446.87,285995.15,55417630310,1569252536,1.57,0.38,1272217
4178.58,4175.1,12466992469,1158221500,1158.22,447.19,286201.62,55545415481,1572871009,1.57,0.38,1275150.55
4178.59,4175.11,12475213674,1158985275,1158.99,447.49,286390.35,55667202316,1576319628,1.58,0.38,1277946.4
4178.6,4175.12,12485212540,1159914200,1159.91,447.85,286619.89,55795173949,1579943381,1.58,0.38,1280884.23
4178.61,4175.13,12493478147,1160682100,1160.68,448.14,286809.65,55917136707,1583396982,1.58,0.38,1283684.12
4178.62,4175.14,12503882004,1161648650,1161.65,448.52,287048.48,56045297245,1587026084,1.59,0.38,1286626.28
4178.63,4175.15,12512085988,1162410825,1162.41,448.81,287236.82,56167443482,1590484881,1.59,0.38,1289430.38
4178.64,4175.16,12521185259,1163256175,1163.26,449.14,287445.71,56295786225,1594119142,1.59,0.38,1292376.73
4178.65,4175.17,12529412923,1164020550,1164.02,449.43,287634.59,56418101870,1597582736,1.6,0.38,1295184.72
4178.66,4175.18,12538516232,1164866275,1164.87,449.76,287843.57,56546621530,1601222007,1.6,0.38,1298135.14
4178.67,4175.19,12546905623,1165645675,1165.65,450.06,288036.17,56669106772,1604690403,1.6,0.38,1300947.02
4178.68,4175.2,12555733106,1166465775,1166.47,450.37,288238.82,56797805309,1608334740,1.61,0.39,1303901.54
4178.69,4175.21,12564523723,1167282450,1167.28,450.69,288440.62,56920460943,1611807960,1.61,0.39,1306717.33
4178.7,4175.22,12573676276,1168132750,1168.13,451.02,288650.73,57049340557,1615457425,1.62,0.39,1309676.01
4178.71,4175.23,12581688931,1168877150,1168.88,451.31,288834.68,57172168043,1618935512,1.62,0.39,1312495.74
4178.72,4175.24,12591197769,1169760550,1169.76,451.65,289052.97,57301225529,1622590013,1.62,0.39,1315458.5
4178.73,4175.25,12599847917,1170564175,1170.56,451.96,289251.55,57424226743,1626073019,1.63,0.39,1318282.23
4178.74,4175.26,12608961989,1171410900,1171.41,452.28,289460.78,57553468997,1629732752,1.63,0.39,1321249.23
4178.75,4175.27,12616983255,1172156100,1172.16,452.57,289644.92,57676641052,1633220597,1.63,0.39,1324076.88
4178.76,4175.28,12625653854,1172961625,1172.96,452.88,289843.97,57799893851,1636710727,1.64,0.39,1326906.38
